id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,plataforma,duration_int,duration_type,score
ns8025,movie,single,raditya dika,"raditya dika, annisa rawles, chandra liow, pandji pragiwaksono, babe cabita, elvira devinamira, tinna harahap, pevita pearce, rinna hassim, dede yusuf, dewi hughes",indonesia,2018-09-28 00:00:00,2015,TV-PG,127 min,comedies,netflix,127,min,
ns8026,movie,singularity,robert kouba,"julian schaffner, john cusack, jeannine wacker, carmen argenziano, eileen grubba, pavlo bubryak","switzerland, united states",2018-06-01 00:00:00,2017,PG-13,92 min,action & adventure,netflix,92,min,3.5766045548654244
ns8027,movie,sinister circle,dorian fernández-moris,"milene vázquez, matías raygada, claudia dammert, marcello rivera, atilia boschetti, hernán romero, ismael contreras, pietro sibille, leslie shaw",peru,2019-10-01 00:00:00,2017,TV-MA,87 min,horror movies,netflix,87,min,3.483935742971888
ns8028,movie,siren,gregg bishop,"chase williamson, hannah fierman, justin welborn, hayes mercure, michael aaron milligan, brittany s. hall, randy mcdowell, lindsey garrett, william mark mccullough, patrick wood",united states,2020-01-01 00:00:00,2016,TV-MA,83 min,horror movies,netflix,83,min,3.547817047817048
ns8029,movie,sister code,corey grant,"drew sidora, eva marcille, amber rose, marcus t. paulk, erica ash, essence atkins, amin joseph, rolonda watts, brooklyn mclinn, don hale jr., duane martin, anne-marie johnson",united states,2016-02-14 00:00:00,2015,R,95 min,comedies,netflix,95,min,3.528810408921933
ns8030,movie,skin trade,ekachai uekrongtham,"dolph lundgren, tony jaa, ron perlman, celina jade, peter weller, michael jai white, sahajak boonthanakit, mike dopud","thailand, canada, united states",2018-12-17 00:00:00,2014,R,96 min,action & adventure,netflix,96,min,
ns8033,movie,skiptrace,renny harlin,"jackie chan, johnny knoxville, fan bingbing, eric tsang, eve torres, winston chao","china, hong kong, united states",2019-07-04 00:00:00,2016,PG-13,107 min,action & adventure,netflix,107,min,3.604040404040404
ns8034,movie,sky on fire,ringo lam,"daniel wu, joseph chang, amber kuo, zhang jingchu, ruoyun zhang","china, hong kong",2017-08-05 00:00:00,2016,TV-MA,100 min,action & adventure,netflix,100,min,3.4847494553376905
ns8035,movie,skydancers,fredric lean,Sin dato,"united states, france",2018-06-27 00:00:00,2014,TV-G,49 min,documentaries,netflix,49,min,3.5516194331983804
ns8036,movie,skyline,"colin strause, greg strause","eric balfour, scottie thompson, brittany daniel, crystal reed, neil hopkins, david zayas, donald faison, robin gammell, tanya newbould, j. paul boehmer",united states,2019-01-16 00:00:00,2010,PG-13,94 min,action & adventure,netflix,94,min,
ns8037,movie,sleeping with other people,leslye headland,"jason sudeikis, alison brie, adam scott, jason mantzoukas, natasha lyonne, adam brody, amanda peet",united states,2017-10-02 00:00:00,2015,R,101 min,comedies,netflix,101,min,
ns8038,movie,sleepover,joe nussbaum,"alexa penavega, mika boorem, jane lynch, sam huntington, sara paxton, brie larson, scout taylor-compton, douglas smith, katija pevec, steve carell, jeff garlin",united states,2020-03-01 00:00:00,2004,PG,89 min,comedies,netflix,89,min,
ns8039,movie,sling blade,billy bob thornton,"billy bob thornton, dwight yoakam, j.t. walsh, john ritter, lucas black, natalie canerday, james hampton, robert duvall, rick dial, brent briscoe",united states,2019-11-01 00:00:00,1996,R,135 min,dramas,netflix,135,min,3.598605577689243
ns8040,movie,sliver,phillip noyce,"sharon stone, william baldwin, tom berenger, polly walker, colleen camp, amanda foreman, martin landau, cch pounder, nina foch, keene curtis",united states,2020-01-01 00:00:00,1993,R,107 min,thrillers,netflix,107,min,3.5010351966873707
ns8042,movie,slow west,john maclean,"kodi smit-mcphee, michael fassbender, ben mendelsohn, caren pistorius, rory mccann, andrew robertt, edwin wright, kalani queypo","united kingdom, new zealand",2018-07-26 00:00:00,2015,R,84 min,action & adventure,netflix,84,min,3.506637168141593
ns8043,movie,small soldiers,joe dante,"kirsten dunst, gregory smith, jay mohr, phil hartman, kevin dunn, denis leary, frank langella, tommy lee jones, ernest borgnine",united states,2019-06-01 00:00:00,1998,PG-13,110 min,action & adventure,netflix,110,min,
ns8044,movie,smart people,noam murro,"dennis quaid, sarah jessica parker, thomas haden church, ellen page, ashton holmes, christine lahti, camille mana, david denman, don wadsworth, robert haley",united states,2019-07-12 00:00:00,2008,R,95 min,comedies,netflix,95,min,3.534408602150537
ns8045,movie,smash: motorized mayhem,Sin dato,Sin dato,united states,2017-05-15 00:00:00,2017,TV-MA,66 min,documentaries,netflix,66,min,
ns8046,movie,smosh: the movie,alex winter,"ian hecox, anthony padilla, jenna marbles, grace helbig, harley morenstein, jillian nelson, brittany ross, michael ian black, steve austin",united states,2015-09-22 00:00:00,2015,PG-13,83 min,comedies,netflix,83,min,3.61577868852459
ns8047,movie,sniper: special ops,fred olen ray,"steven seagal, rob van dam, tim abell, charlene amoia, daniel booko, jason-shane scott, anthony batarse, gerald webb",united states,2020-01-10 00:00:00,2016,R,86 min,action & adventure,netflix,86,min,3.59468085106383
ns8048,movie,socha na tha,imtiaz ali,"abhay deol, ayesha takia, apoorva jha, ayesha jhulka, rati agnihotri, sandhya mridul, suresh oberoi, manish chaudhary",india,2018-07-01 00:00:00,2005,TV-14,137 min,comedies,netflix,137,min,3.634146341463415
ns8049,movie,social animals,jonathan ignatius green,Sin dato,united states,2019-03-19 00:00:00,2018,TV-MA,87 min,documentaries,netflix,87,min,3.555555555555556
ns8050,movie,soekarno,hanung bramantyo,"ario bayu, lukman sardi, maudy koesnaedi, tanta ginting, tika bravani, emir mahira, sujiwo tedjo, ayu laksmi, matias muchus",indonesia,2019-01-05 00:00:00,2013,TV-MA,142 min,dramas,netflix,142,min,3.577079107505071
ns8051,movie,solo con tu pareja,alfonso cuarón,"luis de icaza, dobrina liubomirova, isabel benet, claudia fernandez, luz maría jerez, claudia ramírez, astrid hadad, toshiro hisaki, daniel giménez cacho, carlos nakasone, ricardo dalmacci, nevil wilton, john keyser, raúl valerio, monserrat ontiveros, daniel gimenez cacho",mexico,2018-09-01 00:00:00,1991,NR,94 min,comedies,netflix,94,min,
ns8052,movie,solo: a star wars story,ron howard,"alden ehrenreich, woody harrelson, emilia clarke, donald glover, joonas suotamo, thandie newton, phoebe waller-bridge, paul bettany",united states,2019-01-09 00:00:00,2018,PG-13,135 min,action & adventure,netflix,135,min,3.509469696969697
ns8053,movie,solo: a star wars story (spanish version),ron howard,"alden ehrenreich, woody harrelson, emilia clarke, donald glover, joonas suotamo, thandie newton, phoebe waller-bridge, paul bettany",united states,2019-01-09 00:00:00,2018,PG-13,135 min,action & adventure,netflix,135,min,3.5551181102362204
ns8054,movie,solomon kane,michael j. bassett,"james purefoy, pete postlethwaite, rachel hurd-wood, alice krige, jason flemyng, mackenzie crook, patrick hurd-wood, max von sydow","czech republic, united kingdom, france",2018-02-15 00:00:00,2009,R,104 min,action & adventure,netflix,104,min,3.5621414913957934
ns8055,movie,some freaks,ian macallister-mcdonald,"thomas mann, lily mae harrington, ely henry, lachlan buchanan, marin ireland, john thorsen, stephen thorne, shannon hartman",united states,2017-12-18 00:00:00,2017,TV-MA,97 min,dramas,netflix,97,min,3.4937369519832986
ns8056,movie,something's gotta give,nancy meyers,"jack nicholson, diane keaton, keanu reeves, frances mcdormand, amanda peet, jon favreau, paul michael glaser, rachel ticotin",united states,2019-08-01 00:00:00,2003,PG-13,128 min,comedies,netflix,128,min,3.5817535545023698
ns8057,movie,son of a gun,julius avery,"ewan mcgregor, brenton thwaites, alicia vikander, jacek koman, matt nable, tom budge, eddie baroo, nash edgerton","australia, united kingdom, canada",2018-07-19 00:00:00,2014,R,109 min,action & adventure,netflix,109,min,
ns8058,movie,sons of ben,jeffrey c. bell,Sin dato,united states,2016-12-10 00:00:00,2016,NR,73 min,documentaries,netflix,73,min,3.573684210526316
ns8060,movie,soul surfer,sean mcnamara,"annasophia robb, helen hunt, dennis quaid, carrie underwood, kevin sorbo, ross thomas, chris brochu, lorraine nicholson, jeremy sumpter, sonya balmores, craig t. nelson, mark kubr, kim morgan greene, titus kinimaka, branscombe richmond, sonya balmores chung, kimberly-rose wolter, john philbin, david chokachi, wesley mann",united states,2020-05-17 00:00:00,2011,PG,106 min,dramas,netflix,106,min,3.596774193548387
ns8061,movie,soul to keep,"david allensworth, monière","sandra mae frank, aurora heimbach, craig fogel, tony spitz, jordan theodore, kate rose reynolds, jessie jordan, derek long, sophia getz, amelia sheeler",united states,2019-07-01 00:00:00,2019,TV-MA,94 min,horror movies,netflix,94,min,3.553215077605321
ns8062,movie,sour grapes,"jerry rothwell, reuben atlas",Sin dato,united kingdom,2016-11-18 00:00:00,2016,NR,85 min,documentaries,netflix,85,min,3.578740157480315
ns8064,movie,sparkle,sam o'steen,"tony king, mary alice, irene cara, dorian harewood, paul lambert, beatrice winde, lonette mckee",united states,2019-11-01 00:00:00,1976,PG,98 min,dramas,netflix,98,min,
ns8066,movie,speech & debate,dan harris,"liam james, sarah steele, austin mckenzie, roger bart, janeane garofalo, wendi mclendon-covey, kal penn, kimberly williams-paisley, skylar astin, edgar arreola, sarah baker",united states,2017-07-06 00:00:00,2017,PG-13,96 min,comedies,netflix,96,min,
ns8067,movie,speed is my need,mark sloper,Sin dato,united kingdom,2020-01-09 00:00:00,2019,TV-14,75 min,documentaries,netflix,75,min,3.607429718875502
ns8068,movie,spider-man 3,sam raimi,"tobey maguire, kirsten dunst, james franco, thomas haden church, topher grace, bryce dallas howard, rosemary harris, j.k. simmons, james cromwell, theresa russell, dylan baker, bill nunn, bruce campbell, elizabeth banks",united states,2019-11-01 00:00:00,2007,PG-13,139 min,action & adventure,netflix,139,min,
ns8069,movie,spider-man: into the spider-verse,"peter ramsey, rodney rothman, bob persichetti","shameik moore, jake johnson, hailee steinfeld, brian tyree henry, lauren vélez, mahershala ali, lily tomlin, kathryn hahn, liev schreiber, kimiko glenn, nicolas cage, john mulaney",united states,2019-06-26 00:00:00,2018,PG,117 min,action & adventure,netflix,117,min,3.538160469667319
ns8070,movie,spitfire: the plane that saved the world,"david fairhead, anthony palmer",charles dance,united kingdom,2019-11-01 00:00:00,2018,TV-14,95 min,documentaries,netflix,95,min,3.590248962655602
ns8072,movie,spotlight,tom mccarthy,"mark ruffalo, michael keaton, rachel mcadams, liev schreiber, john slattery, brian d'arcy james, stanley tucci, billy crudup, paul guilfoyle, jamey sheridan",united states,2020-07-22 00:00:00,2015,R,129 min,dramas,netflix,129,min,
ns8073,movie,spring breakers,harmony korine,"james franco, vanessa hudgens, selena gomez, ashley benson, rachel korine, jeff jarrett, gucci mane, heather morris, ash lendzion, emma holzer","united states, france",2021-01-10 00:00:00,2012,R,94 min,comedies,netflix,94,min,3.509297520661157
ns8074,movie,sprinter,storm saulter,"dale elliott, kadeem wilson, dennis titus, david alan grier, shantol jackson, lorraine toussaint, bryshere gray, quera south, aiden moodie","jamaica, united states",2020-04-15 00:00:00,2018,TV-MA,112 min,dramas,netflix,112,min,
ns8075,movie,spy kids,robert rodriguez,"antonio banderas, carla gugino, alan cumming, teri hatcher, cheech marin, danny trejo, robert patrick, tony shalhoub, alexa penavega, daryl sabara",united states,2019-04-01 00:00:00,2001,PG,88 min,children & family movies,netflix,88,min,3.5734126984126986
ns8076,movie,spy kids 2: the island of lost dreams,robert rodriguez,"antonio banderas, carla gugino, alexa penavega, daryl sabara, steve buscemi, mike judge, danny trejo, cheech marin, matt o'leary, emily osment, ricardo montalban, holland taylor, alan cumming",united states,2019-03-08 00:00:00,2002,PG,100 min,children & family movies,netflix,100,min,3.565121412803532
ns8077,movie,spy kids 3: game over,robert rodriguez,"daryl sabara, sylvester stallone, ricardo montalban, alexa penavega",united states,2019-04-01 00:00:00,2003,PG,83 min,children & family movies,netflix,83,min,3.472945891783567
ns8078,movie,spy time,javier ruiz caldera,"imanol arias, quim gutiérrez, alexandra jiménez, berto romero, carlos areces, eduardo gómez, dani el rojo, emilio gutiérrez caba, rossy de palma, sílvia abril",spain,2016-06-01 00:00:00,2015,TV-MA,93 min,action & adventure,netflix,93,min,3.522373540856031
ns8079,movie,st. agatha,darren lynn bousman,"sabrina kern, carolyn hennesy, courtney halverson, shaun fletcher, lindsay seim, hannah fierman, trin miller, seth michaels, justin miles",united states,2019-08-08 00:00:00,2018,TV-MA,103 min,horror movies,netflix,103,min,3.6140167364016738
ns8080,movie,staged killer,christopher ray,"chrishell hartley, jason dolley, darrin dewitt henson, nicole bilderback, charlie o'connell, chasty ballesteros, lyman chen, declan joyce, frank rossi, josh nuncio",united states,2019-06-28 00:00:00,2019,TV-14,88 min,thrillers,netflix,88,min,3.4862869198312234
ns8081,movie,standoff,adam alleca,"thomas jane, laurence fishburne, joanna douglas, john tench, ted atherton, jim watson, ella ballentine",canada,2018-12-11 00:00:00,2015,R,86 min,action & adventure,netflix,86,min,
ns8082,movie,star men,alison e. rose,Sin dato,"canada, united states, united kingdom",2017-02-05 00:00:00,2015,TV-14,88 min,documentaries,netflix,88,min,
ns8083,movie,star wars: episode viii: the last jedi,rian johnson,"mark hamill, carrie fisher, adam driver, daisy ridley, john boyega, oscar isaac, andy serkis, lupita nyong'o, domhnall gleeson, anthony daniels, gwendoline christie, kelly marie tran, laura dern, frank oz, benicio del toro, warwick davis, noah segan, jimmy vee, joonas suotamo, joseph gordon-levitt, tim rose, paul kasey, matthew sharp, adrian edmondson, amanda lawrence, justin theroux",united states,2018-06-26 00:00:00,2017,PG-13,152 min,action & adventure,netflix,152,min,
ns8085,movie,starred up,david mackenzie,"jack o'connell, ben mendelsohn, rupert friend, sam spruell, anthony welsh, david ajala, peter ferdinando, gershwyn eustache jnr, ashley chin, raphael sowole, gilly gilchrist, tommy mcdonnell",united kingdom,2019-08-29 00:00:00,2013,TV-MA,106 min,dramas,netflix,106,min,3.5358695652173915
ns8087,movie,stealing history,"ola flyum, david hebditch",nicolas hope,united states,2016-07-01 00:00:00,2006,TV-PG,52 min,documentaries,netflix,52,min,3.638888888888889
ns8088,movie,step brothers,adam mckay,"will ferrell, john c. reilly, mary steenburgen, richard jenkins, adam scott, kathryn hahn, andrea savage, lurie poston, elizabeth yozamp, logan manus, rob riggle",united states,2019-11-01 00:00:00,2008,R,98 min,comedies,netflix,98,min,3.457330415754924
ns8089,movie,step outside,wael ihsan,"kareem mahmoud abdel aziz, khaled el sawy, ahmed fathy, malak koura, ashraf abdel baqi",egypt,2019-06-06 00:00:00,2018,TV-14,89 min,comedies,netflix,89,min,3.521459227467812
ns8090,movie,stephanie,akiva goldsman,"shree cooks, frank grillo, anna torv",united states,2018-09-01 00:00:00,2017,R,86 min,horror movies,netflix,86,min,3.50501002004008
ns8091,movie,sthaniya sambaad,"arjun gourisaria, moinak biswas",suman mukhopadhyay,india,2018-03-15 00:00:00,2010,TV-14,106 min,dramas,netflix,106,min,
ns8092,movie,still,"chatchai katenut, manussa vorasingha, tanwarin sukkhapisit, poj arnon","mai charoenpura, akara amarttayakul, supakson chaimongkol, kachapa toncharoen, wiradit srimalai, vasana chalakorn, ratchanont sukpragawp, arisara thongborisut",thailand,2018-09-14 00:00:00,2010,TV-MA,100 min,horror movies,netflix,100,min,3.5124740124740126
ns8093,movie,stink!,jon j. whelan,jeffrey hollender,united states,2018-11-01 00:00:00,2015,TV-PG,91 min,documentaries,netflix,91,min,3.5062630480167014
ns8096,movie,stonehearst asylum,brad anderson,"kate beckinsale, jim sturgess, david thewlis, brendan gleeson, ben kingsley, michael caine, jason flemyng, sophie kennedy clark, sinéad cusack, edmund kingsley",united states,2017-09-08 00:00:00,2014,PG-13,113 min,horror movies,netflix,113,min,3.4574036511156185
ns8097,movie,stop at nothing: the lance armstrong story,alex holmes,Sin dato,"australia, united kingdom, united states, new zealand, italy, france",2015-02-15 00:00:00,2014,NR,100 min,documentaries,netflix,100,min,3.522727272727273
ns8099,movie,story of an egg,raj b. shetty,"raj b. shetty, usha bhandary, shailashree, prakash tuminadu, amrutha naik, shreya anchan, vj vineeth, rahul amin, deepak rai panaje, ramdas",india,2017-10-15 00:00:00,2017,TV-PG,132 min,comedies,netflix,132,min,
ns8100,movie,straight up,james sweeney,"james sweeney, katie findlay, randall park, hillary anne matthews, james scully, betsy brandt",united states,2020-06-26 00:00:00,2020,TV-MA,96 min,comedies,netflix,96,min,3.5042105263157897
ns8101,movie,strange but true,rowan athale,"amy ryan, nick robinson, margaret qualley, greg kinnear, blythe danner, brian cox, connor jessup",canada,2020-08-30 00:00:00,2019,PG-13,96 min,dramas,netflix,96,min,3.5616302186878728
ns8102,movie,stranger than fiction,marc forster,"will ferrell, maggie gyllenhaal, dustin hoffman, queen latifah, emma thompson, kristin chenoweth, tony hale, tom hulce, linda hunt","united states, united kingdom",2020-10-01 00:00:00,2006,PG-13,113 min,comedies,netflix,113,min,
ns8104,movie,strictly ballroom,baz luhrmann,"paul mercurio, tara morice, bill hunter, pat thomson, gia carides, peter whitford, barry otto, john hannan","australia, united kingdom",2020-01-01 00:00:00,1992,PG,95 min,classic movies,netflix,95,min,3.4879032258064515
ns8105,movie,strike a pose,"ester gould, reijer zwaan",Sin dato,"netherlands, belgium",2017-04-07 00:00:00,2016,TV-MA,85 min,documentaries,netflix,85,min,
ns8106,movie,stripes,ivan reitman,"bill murray, harold ramis, warren oates, p.j. soles, sean young, john candy, john larroquette, john voldstad, john diehl, lance legault, judge reinhold",united states,2019-09-01 00:00:00,1981,R,106 min,classic movies,netflix,106,min,3.4643584521384927
ns8107,movie,striptease,andrew bergman,"demi moore, burt reynolds, armand assante, ving rhames, robert patrick, paul guilfoyle, jerry grayson, rumer willis, robert stanton, william hill",united states,2021-01-01 00:00:00,1996,R,117 min,comedies,netflix,117,min,
ns8109,movie,stronger than the world,afonso poyart,"josé loreto, cleo pires, milhem cortaz, jackson antunes, claudia ohana, rômulo arantes neto, paloma bernardi, thaila ayala, rafinha bastos, felipe titto",brazil,2017-02-11 00:00:00,2016,NR,123 min,action & adventure,netflix,123,min,
ns8111,movie,stuart little 2,rob minkoff,"michael j. fox, geena davis, hugh laurie, jonathan lipnicki, nathan lane, melanie griffith, james woods, steve zahn",united states,2020-01-01 00:00:00,2002,PG,78 min,children & family movies,netflix,78,min,3.5462962962962963
ns8112,movie,submission,j.m. berrios,"scott pryor, darrin dewitt henson, eric roberts, kevin sizemore, lorynn york, john gray, sara mcmann, ovince saint preux",united states,2019-11-11 00:00:00,2019,TV-MA,95 min,action & adventure,netflix,95,min,3.5343347639484977
ns8113,movie,suburra,stefano sollima,"pierfrancesco favino, elio germano, claudio amendola, alessandro borghi, greta scarano, giulia gorietti, jean-hugues anglade, antonello fassari, lidia vitale","italy, france",2015-10-14 00:00:00,2015,NR,135 min,dramas,netflix,135,min,3.473741794310722
ns8114,movie,suckseed,chayanop boonprakob,"jirayu la-ongmanee, pachara chirathivat, nattasha nauljam, thawat pornrattanaprasert",thailand,2018-09-05 00:00:00,2011,TV-MA,130 min,comedies,netflix,130,min,
ns8115,movie,sudani from nigeria,zakariya,"soubin shahir, samuel abiola robinson, savithri sredharan, aneesh menon",india,2018-08-01 00:00:00,2018,TV-14,115 min,comedies,netflix,115,min,3.603143418467584
ns8116,movie,suicide (hitabdut),benny fredman,"mali levi, rotem keinan, dror keren, igal naor",israel,2016-07-01 00:00:00,2014,TV-MA,114 min,international movies,netflix,114,min,3.5408163265306123
ns8117,movie,suite française,saul dibb,"michelle williams, matthias schoenaerts, kristin scott thomas, sam riley, ruth wilson, tom schilling, harriet walter, alexandra maria lara, margot robbie, lambert wilson","united kingdom, france, canada, belgium, united states",2017-06-05 00:00:00,2014,TV-MA,107 min,dramas,netflix,107,min,
ns8119,movie,summer night,joseph cross,"ellar coltrane, callan mcauliffe, ian nelson, lana condor, analeigh tipton, melina vidler, bill milner, justin chatwin, ella hunt, elena kampouris, victoria justice, khris davis, hayden szeto",united states,2020-03-19 00:00:00,2019,TV-MA,93 min,comedies,netflix,93,min,3.59375
ns8120,movie,summer of '92,kasper barfoed,"ulrich thomsen, henning jensen, mikkel boe følsgaard, cyron melville, esben smed jensen, gustav dyekjaer giese, jon lange, allan hyde, johannes lassen, morten vang simonsen","denmark, united kingdom, sweden",2016-07-10 00:00:00,2015,TV-MA,94 min,dramas,netflix,94,min,3.5010183299389004
ns8121,movie,sunrise,partho sen-gupta,"adil hussain, tannishtha chatterjee, gulnaaz ansari, komal gupta, esha amlani, ashalata wabgaonkar, hridaynath jadhav, chinmay kambli, nandini bora, komal gawade","india, france",2017-03-15 00:00:00,2014,TV-MA,85 min,dramas,netflix,85,min,3.6004016064257027
ns8123,movie,super bheem bana vajraveer,sumit das,"sonal kaushal, rupa bhimani, julie tejwani, sabina malik, jigna bharadhwaj, rajesh kawa",india,2019-06-18 00:00:00,2018,TV-Y7,63 min,children & family movies,netflix,63,min,3.4891067538126364
ns8124,movie,super dark times,kevin phillips,"owen campbell, charlie tahan, elizabeth cappuccino, max talisman, amy hargreaves, sawyer barth, adea lennox, ethan botwick",united states,2018-01-01 00:00:00,2017,TV-MA,104 min,dramas,netflix,104,min,3.528242677824268
ns8125,movie,super nani,indra kumar,"rekha, randhir kapoor, sharman joshi, anupam kher, shweta kumar, varsha usgaonkar, rajesh kumar, shreya narayan",india,2018-03-01 00:00:00,2014,TV-PG,127 min,comedies,netflix,127,min,3.6316758747697975
ns8127,movie,superbad,greg mottola,"jonah hill, michael cera, christopher mintz-plasse, bill hader, seth rogen, martha macisaac, emma stone, aviva baumann, joe lo truglio, kevin corrigan",united states,2021-01-01 00:00:00,2007,R,113 min,comedies,netflix,113,min,
ns8128,movie,superfly,gordon parks,"ron o'neal, carl lee, sheila frazier, julius harris, charles mcgregor, nate adams, polly niles, yvonne delaine",united states,2019-11-01 00:00:00,1972,R,91 min,action & adventure,netflix,91,min,3.559171597633136
ns8129,movie,superman returns,bryan singer,"brandon routh, kate bosworth, kevin spacey, james marsden, parker posey, frank langella, sam huntington, eva marie saint, marlon brando, kal penn",united states,2019-10-01 00:00:00,2006,PG-13,154 min,action & adventure,netflix,154,min,
ns8131,movie,superstar,bruce mcculloch,"molly shannon, will ferrell, elaine hendrix, harland williams, mark mckinney, glynis johns, jason blicker, gerry bamman, emmy laybourne, jennifer irwin, tom green",united states,2019-11-20 00:00:00,1999,PG-13,82 min,comedies,netflix,82,min,3.503260869565217
ns8132,movie,surat dari praha,angga dwimas sasongko,"tio pakusadewo, julie estelle, widyawati, rio dewanto, chicco jerikho, jajang c. noer, shafira umm",indonesia,2018-10-09 00:00:00,2016,TV-14,98 min,dramas,netflix,98,min,3.54989816700611
ns8134,movie,survivors guide to prison,matthew cooke,susan sarandon,united states,2018-05-24 00:00:00,2017,TV-MA,103 min,documentaries,netflix,103,min,3.514344262295082
ns8135,movie,susanne bartsch: on top,"anthony caronna, alexander smith",susanne bartsch,united states,2018-12-10 00:00:00,2017,TV-MA,86 min,documentaries,netflix,86,min,3.4918032786885247
ns8136,movie,sustainable,matt wechsler,Sin dato,united states,2017-03-01 00:00:00,2016,TV-G,92 min,documentaries,netflix,92,min,
ns8137,movie,swami,basu chatterjee,"shabana azmi, girish karnad, vikram, dheeraj kumar, shashikala, utpal dutt, preeti ganguli, sudha shivpuri",india,2019-12-31 00:00:00,1977,TV-PG,123 min,dramas,netflix,123,min,3.571138211382114
ns8139,movie,sweeney todd: the demon barber of fleet street,tim burton,"johnny depp, helena bonham carter, alan rickman, timothy spall, sacha baron cohen, jamie campbell bower, laura michelle kelly, jayne wisener, ed sanders","united states, united kingdom",2020-01-01 00:00:00,2007,R,116 min,dramas,netflix,116,min,3.507201646090535
ns8140,movie,sweet virginia,jamie m. dagg,"jon bernthal, christopher abbott, imogen poots, rosemarie dewitt, odessa young, joseph lyle taylor, jonathan tucker, garry chalk, jared abrahamson, gabrielle rose","united states, canada",2019-12-01 00:00:00,2017,R,93 min,dramas,netflix,93,min,3.5010245901639343
ns8141,movie,swiss army man,"dan kwan, daniel scheinert","paul dano, daniel radcliffe, mary elizabeth winstead, antonia ribero, timothy eulich, richard gross, marika casteel, andy hull, aaron marshall, shane carruth","united states, sweden",2019-01-30 00:00:00,2016,R,97 min,comedies,netflix,97,min,
ns8142,movie,sword master,derek yee,"kenny lin, peter ho, jiang mengjie, jiang yiyan, paw hee ching","china, hong kong",2017-06-10 00:00:00,2016,TV-MA,108 min,action & adventure,netflix,108,min,3.611578947368421
ns8143,movie,sword masters: two champions of shaolin,cheh chang,"meng lo, sheng chiang, li wang, siu-ho chin, feng lu, chien sun, hsueh-erh wen, tai-ping yu",hong kong,2018-08-16 00:00:00,1980,R,101 min,action & adventure,netflix,101,min,
ns8145,movie,taal,subhash ghai,"anil kapoor, aishwarya rai bachchan, akshaye khanna, amrish puri, alok nath, mita vasisht, saurabh shukla, supriya karnik",india,2018-03-01 00:00:00,1999,TV-PG,177 min,dramas,netflix,177,min,
ns8146,movie,tahaan,santosh sivan,"purav bhandare, anupam kher, rahul bose, victor banerjee, ankush dubey, rasika dugal, rahul khanna, sana shaikh, dheirya sonecha, fatima sana shaikh, sarika",india,2018-07-15 00:00:00,2008,TV-14,95 min,dramas,netflix,95,min,
ns8147,movie,take me home tonight,michael dowse,"topher grace, anna faris, dan fogler, teresa palmer, chris pratt, michael biehn, jeanie hackett, lucy punch, michelle trachtenberg, demetri martin","united states, germany",2019-05-16 00:00:00,2011,R,97 min,comedies,netflix,97,min,
ns8150,movie,tamanchey,navneet behal,"nikhil dwivedi, richa chadha, damandeep singh baggan, vijay pande, talib mehdi, tushar phulke, mahesh gupta, prasad labhe",india,2017-10-15 00:00:00,2014,TV-MA,111 min,action & adventure,netflix,111,min,
ns8151,movie,tarif de nuit,julien seri,"jonathan howard, jonathan demurger, fanny valette, jess liaudin",france,2018-03-01 00:00:00,2015,TV-MA,81 min,international movies,netflix,81,min,3.59375
ns8152,movie,tarzan,"chris buck, kevin lima","tony goldwyn, minnie driver, glenn close, brian blessed, nigel hawthorne, rosie o'donnell, lance henriksen, wayne knight, alex d. linz",united states,2018-06-23 00:00:00,1999,G,89 min,children & family movies,netflix,89,min,
ns8153,movie,tarzan 2,brian smith,"harrison chad, george carlin, brad garrett, ron perlman, estelle harris, glenn close, lance henriksen, brenda grate, harrison fahn",united states,2017-06-23 00:00:00,2005,G,72 min,children & family movies,netflix,72,min,
ns8154,movie,tattah,sameh abdulaziz,"mohamed saad, dolly shahin, marwa, hayatem, sayed rajab, omar mustafa metwally, samy maghawry, nabil issa, ragaa al-geddawy, samir ghanem",egypt,2019-05-09 00:00:00,2013,TV-14,112 min,comedies,netflix,112,min,3.631236442516269
ns8155,movie,tayo the little bus movie: mission ace,ryu jung-woo,"moon nam-sook, jeong hye-ok, choe hana, gim yeong-seon",united states,2019-07-01 00:00:00,2016,TV-Y7,48 min,children & family movies,netflix,48,min,
ns8156,movie,teach us all,sonia lowman,Sin dato,united states,2017-09-25 00:00:00,2017,TV-14,81 min,documentaries,netflix,81,min,3.5481400437636763
ns8157,movie,teen patti,leena yadav,"amitabh bachchan, madhavan, ben kingsley, shraddha kapoor, siddharth kher, dhruv ganesh, vaibhav talwar",india,2018-03-01 00:00:00,2010,TV-PG,137 min,dramas,netflix,137,min,
ns8158,movie,teenage cocktail,john carchietta,"nichole bloom, fabianne therese, michelle borth, pat healy, aj bowen, joshua leonard",united states,2017-01-15 00:00:00,2016,TV-MA,89 min,dramas,netflix,89,min,3.4226190476190474
ns8159,movie,teenage mutant ninja turtles,kevin munroe,"chris evans, sarah michelle gellar, mako iwamatsu, kevin smith, patrick stewart, zhang ziyi, laurence fishburne, mitchell whitfield, james arnold taylor, mikey kelley, nolan north","hong kong, united states",2019-05-01 00:00:00,2007,PG,87 min,children & family movies,netflix,87,min,3.5
